Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
palutena,richter,49.07,50.93
robin,byleth,60.9,39.1
robin,min-min,48.6,51.4
robin,steve,54.65,45.35
robin,sephiroth,61.79,38.21
robin,pyra-and-mythra,58.64,41.36
shulk,terry,46.76,53.24
shulk,byleth,49.95,50.05
shulk,min-min,41.46,58.54
shulk,steve,41.63,58.37
shulk,sephiroth,55.72,44.28
shulk,pyra-and-mythra,55.46,44.54
shulk,kazuya,45.32,54.68
shulk,sora,49.5,50.5
bowser-jr,duck-hunt,46.92,53.08
bowser-jr,hero,53.83,46.17
bowser-jr,banjo-and-kazooie,47.33,52.67
bowser-jr,terry,50.7,49.3
bowser-jr,byleth,62.23,37.77
bowser-jr,min-min,48.7,51.3
bowser-jr,steve,38.12,61.88
bowser-jr,sephiroth,60.04,39.96
bowser-jr,pyra-and-mythra,57.14,42.86
bowser-jr,kazuya,51.78,48.22
bowser-jr,sora,55.76,44.24
duck-hunt,ryu,54.69,45.31
duck-hunt,ken,54.88,45.12
duck-hunt,cloud,54.76,45.24
duck-hunt,corrin,59.48,40.52
duck-hunt,bayonetta,51.22,48.78
duck-hunt,inkling,55.51,44.49
duck-hunt,ridley,63.41,36.59
duck-hunt,simon,40.54,59.46
duck-hunt,richter,41.1,58.9
duck-hunt,king-k-rool,52.49,47.51
duck-hunt,isabelle,62.47,37.53
duck-hunt,incineroar,61.34,38.66
duck-hunt,piranha-plant,56.69,43.31
duck-hunt,joker,61.9,38.1
duck-hunt,hero,48.66,51.34
duck-hunt,banjo-and-kazooie,54.27,45.73
duck-hunt,terry,50.87,49.13
duck-hunt,byleth,67.54,32.46
duck-hunt,min-min,46.94,53.06
duck-hunt,steve,51.72,48.28
duck-hunt,sephiroth,63.2,36.8
duck-hunt,pyra-and-mythra,55.68,44.32
duck-hunt,kazuya,61.0,39.0
duck-hunt,sora,61.02,38.98
ryu,ken,48.06,51.94
ryu,cloud,56.07,43.93
ryu,corrin,57.65,42.35
ryu,bayonetta,54.51,45.49
ryu,inkling,58.92,41.08
ryu,ridley,51.59,48.41
ryu,simon,45.0,55.0
ryu,richter,45.42,54.58
ryu,king-k-rool,54.03,45.97
ryu,isabelle,55.17,44.83
ryu,incineroar,54.03,45.97
ryu,piranha-plant,51.47,48.53
ryu,joker,60.93,39.07
ryu,hero,57.42,42.58
ryu,banjo-and-kazooie,53.22,46.78
ryu,terry,54.54,45.46
ryu,byleth,58.43,41.57
ryu,min-min,39.89,60.11
ryu,steve,44.6,55.4
ryu,sephiroth,62.74,37.26
ryu,pyra-and-mythra,55.97,44.03
ryu,kazuya,49.66,50.34
ryu,sora,62.82,37.18
ken,cloud,58.01,41.99
ken,corrin,63.7,36.3
ken,bayonetta,51.71,48.29
ken,inkling,52.02,47.98
ken,ridley,53.22,46.78
ken,sephiroth,70.49,29.51
ken,pyra-and-mythra,61.25,38.75
ken,kazuya,56.79,43.21
ken,sora,62.71,37.29
cloud,corrin,52.39,47.61
cloud,bayonetta,43.22,56.78
cloud,inkling,48.59,51.41
cloud,ridley,45.08,54.92
cloud,simon,41.71,58.29
cloud,richter,43.45,56.55
cloud,terry,45.45,54.55
cloud,byleth,52.7,47.3
cloud,min-min,38.5,61.5
cloud,steve,43.56,56.44
cloud,sephiroth,50.41,49.59
cloud,pyra-and-mythra,51.88,48.12
cloud,kazuya,41.16,58.84
cloud,sora,53.24,46.76
corrin,bayonetta,39.51,60.49
corrin,inkling,46.85,53.15
corrin,banjo-and-kazooie,40.14,59.86
corrin,terry,41.31,58.69
corrin,byleth,50.79,49.21
corrin,min-min,37.98,62.02
corrin,steve,39.7,60.3
corrin,sephiroth,46.66,53.34
corrin,pyra-and-mythra,47.08,52.92
corrin,kazuya,38.54,61.46
corrin,sora,49.14,50.86
bayonetta,inkling,53.84,46.16
bayonetta,ridley,57.46,42.54
bayonetta,simon,59.47,40.53
bayonetta,richter,57.66,42.34
inkling,isabelle,43.98,56.02
inkling,incineroar,53.61,46.39
inkling,piranha-plant,56.45,43.55
inkling,joker,61.81,38.19
inkling,hero,50.04,49.96
inkling,banjo-and-kazooie,49.56,50.44
inkling,terry,48.72,51.28
inkling,byleth,59.93,40.07
inkling,min-min,48.13,51.87
inkling,steve,36.73,63.27
inkling,sephiroth,59.32,40.68
ridley,pyra-and-mythra,57.58,42.42
ridley,kazuya,43.29,56.71
ridley,sora,45.4,54.6
simon,richter,49.27,50.73
simon,king-k-rool,59.18,40.82
simon,kazuya,50.42,49.58
simon,sora,59.71,40.29
richter,king-k-rool,63.16,36.84
